,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
11668,,42,192.0,98.0,4.0,88.0,38.7
6206,,47,190.0,86.0,6.0,90.0,39.2
500,,34,182.0,80.0,29.0,120.0,40.7
10377,,31,188.0,89.0,7.0,90.0,39.1
5250,,55,199.0,105.0,15.0,87.0,39.8
9129,,27,192.0,90.0,11.0,95.0,39.9
1046,,46,159.0,59.0,28.0,109.0,41.0
12726,,51,167.0,63.0,26.0,112.0,41.0
2633,,72,169.0,72.0,6.0,87.0,39.4
14041,,27,184.0,92.0,2.0,85.0,37.9
8118,,56,185.0,91.0,23.0,102.0,40.5
14217,,38,172.0,73.0,10.0,91.0,40.1
6179,,55,172.0,68.0,23.0,97.0,40.6
9500,,25,187.0,86.0,26.0,95.0,40.5
14664,,43,160.0,54.0,6.0,87.0,39.3
8166,,69,194.0,92.0,22.0,107.0,40.5
5746,,22,160.0,65.0,13.0,99.0,40.4
777,,28,157.0,59.0,23.0,111.0,41.0
13556,,25,168.0,73.0,15.0,103.0,40.4
4502,,21,165.0,59.0,27.0,113.0,40.7
7708,,22,173.0,72.0,28.0,107.0,40.5
4019,,51,164.0,60.0,19.0,92.0,40.3
1194,,43,191.0,97.0,26.0,119.0,40.8
10208,,25,190.0,85.0,13.0,82.0,39.9
51,,21,168.0,71.0,3.0,78.0,38.5
4602,,45,193.0,93.0,6.0,90.0,39.7
2304,,29,183.0,78.0,13.0,96.0,40.1
7634,,51,192.0,90.0,10.0,89.0,39.9
11819,,40,169.0,69.0,23.0,110.0,40.7
14643,,44,164.0,60.0,23.0,105.0,40.8
1113,,60,171.0,71.0,20.0,96.0,40.7
2982,,21,155.0,53.0,4.0,88.0,38.7
656,,38,170.0,77.0,19.0,112.0,40.3
3254,,22,187.0,86.0,11.0,90.0,39.7
13205,,41,167.0,67.0,22.0,104.0,40.4
1187,,62,209.0,110.0,8.0,87.0,39.4
14901,,44,152.0,56.0,23.0,111.0,40.7
11201,,39,160.0,54.0,5.0,88.0,39.1
12538,,32,153.0,56.0,7.0,82.0,39.8
565,,43,179.0,83.0,5.0,81.0,39.5
4118,,60,192.0,97.0,17.0,80.0,40.3
13350,,25,179.0,74.0,3.0,85.0,38.9
840,,74,184.0,87.0,20.0,101.0,40.5
3888,,27,182.0,75.0,5.0,93.0,39.5
1642,,45,167.0,70.0,6.0,86.0,39.3
8509,,54,170.0,70.0,6.0,84.0,39.2
4676,,56,158.0,57.0,6.0,81.0,38.9
9304,,63,177.0,82.0,11.0,90.0,40.1
2666,,44,172.0,81.0,5.0,82.0,38.9
1972,,51,180.0,76.0,8.0,86.0,39.3
12416,,34,164.0,57.0,26.0,107.0,41.0
8239,,36,176.0,75.0,20.0,103.0,40.3
1149,,60,183.0,85.0,8.0,84.0,39.6
4092,,45,167.0,66.0,23.0,98.0,40.4
10325,,23,191.0,95.0,23.0,105.0,40.5
765,,57,172.0,70.0,28.0,105.0,41.2
8030,,27,167.0,65.0,29.0,113.0,41.1
13148,,29,181.0,78.0,23.0,104.0,40.8
12958,,71,200.0,98.0,27.0,108.0,40.6
3872,,71,189.0,89.0,18.0,89.0,40.4
8439,,35,203.0,109.0,12.0,94.0,40.1
8845,,62,163.0,67.0,28.0,105.0,40.8
2620,,21,157.0,59.0,28.0,114.0,40.7
13539,,27,153.0,56.0,13.0,84.0,40.1
3026,,22,176.0,79.0,9.0,90.0,39.6
4731,,51,169.0,70.0,9.0,98.0,39.8
4102,,62,178.0,77.0,16.0,91.0,40.7
9479,,46,176.0,76.0,10.0,83.0,39.9
11247,,23,165.0,66.0,13.0,95.0,40.1
9808,,38,195.0,100.0,21.0,105.0,40.7
10687,,22,158.0,56.0,26.0,107.0,40.9
10530,,45,196.0,102.0,29.0,118.0,41.0
8986,,22,160.0,64.0,21.0,102.0,40.5
2685,,68,170.0,73.0,6.0,93.0,39.3
9384,,28,197.0,98.0,28.0,108.0,40.3
9745,,25,162.0,60.0,4.0,84.0,38.9
6818,,76,204.0,109.0,29.0,107.0,41.3
911,,24,175.0,67.0,24.0,105.0,40.6
8791,,53,167.0,64.0,8.0,89.0,39.9
12732,,69,189.0,93.0,30.0,104.0,40.9
7077,,37,171.0,67.0,21.0,101.0,40.7
1345,,27,188.0,81.0,8.0,92.0,39.6
1444,,60,171.0,79.0,28.0,121.0,41.2
5651,,32,163.0,60.0,11.0,100.0,39.4
3499,,65,178.0,73.0,17.0,91.0,40.2
9152,,74,187.0,88.0,9.0,88.0,39.4
11295,,39,159.0,61.0,17.0,92.0,40.1
8012,,32,185.0,89.0,4.0,88.0,38.6
2422,,39,159.0,59.0,6.0,87.0,39.0
4901,,36,191.0,93.0,15.0,98.0,40.3
2732,,28,166.0,66.0,2.0,72.0,38.0
80,,62,197.0,101.0,17.0,103.0,40.3
4217,,27,181.0,81.0,14.0,86.0,40.5
13886,,43,179.0,82.0,9.0,90.0,39.9
10464,,41,201.0,108.0,6.0,92.0,39.7
6902,,70,174.0,81.0,27.0,102.0,40.9
4874,,78,177.0,76.0,22.0,101.0,40.6
11797,,55,183.0,88.0,3.0,79.0,38.6
5899,,40,207.0,113.0,20.0,98.0,40.2
9513,,47,171.0,69.0,19.0,100.0,40.4
1572,,32,185.0,84.0,28.0,107.0,40.9
12995,,29,193.0,92.0,4.0,85.0,39.0
879,,38,174.0,73.0,17.0,100.0,40.3
1578,,69,184.0,83.0,5.0,91.0,39.1
6472,,67,167.0,70.0,29.0,109.0,41.2
1509,,78,184.0,92.0,24.0,97.0,40.8
1896,,59,135.0,38.0,17.0,98.0,40.4
8963,,37,192.0,88.0,9.0,90.0,39.5
4112,,43,172.0,64.0,9.0,84.0,39.5
10140,,24,161.0,60.0,22.0,106.0,40.7
1845,,32,161.0,59.0,25.0,110.0,40.7
13942,,59,205.0,103.0,28.0,105.0,40.6
9751,,69,172.0,73.0,19.0,103.0,40.2
9282,,28,192.0,88.0,4.0,80.0,38.8
7565,,64,182.0,78.0,8.0,97.0,39.4
5194,,25,165.0,66.0,11.0,103.0,40.2
5418,,65,179.0,84.0,9.0,85.0,39.4
13896,,67,159.0,58.0,23.0,101.0,40.4
13133,,31,166.0,63.0,19.0,99.0,40.5
7413,,25,186.0,81.0,11.0,88.0,39.5
14115,,62,167.0,64.0,3.0,86.0,38.8
5405,,31,184.0,83.0,2.0,83.0,37.9
8310,,30,206.0,106.0,6.0,92.0,39.2
3614,,67,190.0,87.0,10.0,90.0,39.9
2108,,42,152.0,60.0,16.0,94.0,40.2
12437,,46,175.0,71.0,8.0,98.0,39.7
8248,,63,160.0,57.0,8.0,90.0,39.4
14947,,21,168.0,58.0,5.0,87.0,39.3
11376,,29,179.0,69.0,14.0,92.0,40.4
14126,,69,157.0,58.0,8.0,91.0,39.6
7759,,71,181.0,78.0,1.0,76.0,37.8
12695,,48,155.0,54.0,2.0,78.0,37.7
5653,,59,144.0,48.0,15.0,101.0,40.1
13210,,39,208.0,105.0,6.0,86.0,39.2
8431,,54,145.0,46.0,5.0,82.0,39.0
6827,,48,179.0,81.0,19.0,101.0,40.9
14744,,79,194.0,101.0,14.0,90.0,40.0
4325,,20,152.0,54.0,17.0,94.0,40.3
3219,,51,184.0,93.0,3.0,84.0,38.5
9642,,20,169.0,69.0,2.0,83.0,38.4
6345,,22,172.0,75.0,25.0,106.0,40.8
6884,,70,172.0,73.0,3.0,80.0,38.6
1193,,24,149.0,46.0,27.0,112.0,40.8
45,,47,155.0,55.0,16.0,93.0,40.5
13954,,23,195.0,95.0,18.0,91.0,40.5
976,,47,162.0,58.0,17.0,95.0,40.4
11890,,68,162.0,63.0,9.0,93.0,39.5
2963,,31,177.0,78.0,7.0,80.0,39.5
1584,,63,171.0,70.0,12.0,87.0,39.8
9459,,55,170.0,62.0,23.0,102.0,40.5
4515,,27,170.0,66.0,5.0,82.0,39.1
12799,,59,193.0,97.0,12.0,92.0,39.7
11038,,31,195.0,92.0,17.0,98.0,40.2
1975,,24,157.0,56.0,15.0,98.0,39.7
3912,,57,186.0,83.0,18.0,98.0,40.7
9811,,65,153.0,52.0,9.0,81.0,39.4
6717,,62,176.0,69.0,8.0,91.0,39.8
4411,,30,170.0,65.0,5.0,75.0,39.3
12863,,21,193.0,90.0,24.0,100.0,40.9
8994,,22,188.0,90.0,20.0,96.0,40.5
12655,,26,150.0,52.0,29.0,108.0,40.5
10950,,21,176.0,75.0,22.0,107.0,40.8
11675,,72,192.0,99.0,28.0,103.0,40.7
11880,,29,193.0,94.0,13.0,96.0,39.9
2840,,25,176.0,73.0,25.0,109.0,40.8
7908,,42,160.0,56.0,22.0,100.0,40.6
8084,,52,159.0,59.0,11.0,96.0,40.1
7976,,63,155.0,60.0,30.0,109.0,40.8
6211,,24,164.0,61.0,29.0,109.0,40.8
12456,,79,172.0,76.0,9.0,92.0,39.8
11923,,73,192.0,98.0,20.0,102.0,40.5
9620,,32,164.0,59.0,7.0,90.0,39.9
12450,,65,178.0,83.0,23.0,99.0,40.8
10967,,26,173.0,71.0,14.0,93.0,40.0
7907,,22,181.0,85.0,28.0,112.0,40.4
10132,,40,159.0,65.0,8.0,78.0,39.6
37,,26,182.0,80.0,21.0,96.0,40.5
576,,43,199.0,106.0,28.0,107.0,40.7
4822,,40,172.0,70.0,11.0,94.0,39.7
3988,,79,170.0,75.0,8.0,87.0,39.4
713,,41,167.0,61.0,29.0,103.0,41.2
14409,,64,186.0,89.0,24.0,110.0,40.9
14938,,30,206.0,103.0,7.0,91.0,39.1
8251,,55,191.0,84.0,9.0,89.0,39.3
2335,,50,208.0,112.0,18.0,90.0,40.0
4745,,70,167.0,76.0,19.0,97.0,40.6
4420,,56,185.0,93.0,5.0,81.0,39.0
14184,,51,180.0,80.0,14.0,89.0,40.1
14426,,43,179.0,75.0,18.0,98.0,40.5
881,,32,173.0,77.0,16.0,97.0,40.0
567,,37,179.0,79.0,23.0,101.0,40.6
14244,,23,195.0,85.0,5.0,87.0,39.0
4983,,71,183.0,84.0,14.0,97.0,40.1
2245,,35,169.0,66.0,5.0,75.0,39.0
5270,,28,183.0,85.0,26.0,110.0,40.8
4165,,65,166.0,70.0,14.0,98.0,39.8
8156,,53,173.0,75.0,18.0,93.0,40.5
7820,,50,177.0,79.0,21.0,96.0,40.5
10071,,41,174.0,67.0,7.0,82.0,39.1
8655,,79,164.0,66.0,17.0,99.0,40.3
239,,71,164.0,60.0,18.0,97.0,40.5
12780,,62,168.0,67.0,14.0,95.0,40.0
6454,,31,170.0,67.0,5.0,90.0,39.1
6662,,26,181.0,81.0,5.0,85.0,38.7
1597,,79,184.0,87.0,5.0,87.0,39.1
9664,,53,189.0,91.0,20.0,103.0,40.5
11522,,45,173.0,66.0,5.0,79.0,39.3
1901,,33,170.0,64.0,28.0,105.0,40.6
1180,,67,156.0,56.0,5.0,85.0,39.0
13142,,21,183.0,85.0,23.0,106.0,40.4
13204,,24,188.0,90.0,13.0,93.0,40.0
8573,,22,148.0,48.0,29.0,106.0,40.9
3006,,28,176.0,71.0,2.0,82.0,38.5
9453,,72,169.0,64.0,27.0,113.0,40.8
2781,,79,180.0,82.0,21.0,103.0,40.2
9558,,56,178.0,77.0,9.0,103.0,39.5
6110,,69,159.0,63.0,26.0,106.0,40.6
5733,,26,161.0,60.0,21.0,98.0,40.8
9185,,47,164.0,64.0,18.0,110.0,40.2
12384,,31,188.0,86.0,8.0,91.0,39.6
8846,,24,189.0,93.0,20.0,93.0,40.4
2829,,56,173.0,71.0,26.0,94.0,40.6
10735,,63,180.0,82.0,10.0,90.0,39.7
9350,,41,184.0,80.0,25.0,107.0,40.6
5277,,20,197.0,102.0,4.0,91.0,39.1
8254,,49,175.0,70.0,17.0,101.0,40.5
4219,,71,168.0,68.0,18.0,98.0,40.2
11442,,21,171.0,68.0,9.0,81.0,39.7
12847,,73,202.0,107.0,13.0,96.0,39.9
13793,,61,174.0,67.0,18.0,91.0,40.7
5431,,27,168.0,71.0,15.0,96.0,40.1
3413,,24,176.0,78.0,27.0,109.0,40.7
11705,,29,181.0,77.0,13.0,97.0,40.1
906,,22,198.0,97.0,1.0,79.0,37.5
7760,,21,181.0,74.0,18.0,104.0,40.5
3693,,59,172.0,80.0,16.0,102.0,40.0
13925,,22,194.0,98.0,8.0,94.0,39.6
3118,,76,176.0,79.0,18.0,98.0,40.1
12505,,64,188.0,87.0,10.0,90.0,40.2
10565,,22,171.0,74.0,9.0,89.0,39.6
13336,,22,165.0,68.0,8.0,85.0,39.7
8621,,40,180.0,82.0,14.0,88.0,40.1
11402,,35,163.0,63.0,19.0,102.0,39.8
7706,,26,191.0,93.0,12.0,93.0,40.0
7017,,22,182.0,79.0,6.0,78.0,39.5
9305,,21,184.0,69.0,14.0,98.0,40.3
295,,30,168.0,67.0,29.0,107.0,40.9
13869,,71,153.0,53.0,22.0,101.0,40.7
1785,,39,169.0,62.0,29.0,113.0,41.0
4382,,21,174.0,65.0,20.0,110.0,40.7
6507,,21,193.0,97.0,27.0,107.0,40.4
10505,,23,165.0,61.0,23.0,104.0,40.4
1284,,23,185.0,80.0,8.0,91.0,39.4
7784,,71,159.0,60.0,11.0,96.0,39.9
11199,,26,158.0,56.0,22.0,97.0,40.4
12672,,39,185.0,85.0,2.0,90.0,38.3
4454,,26,165.0,60.0,17.0,95.0,40.4
14518,,45,165.0,63.0,9.0,93.0,39.8
549,,51,161.0,59.0,25.0,101.0,40.6
5340,,65,166.0,65.0,2.0,85.0,38.0
12543,,45,184.0,85.0,22.0,94.0,40.4
3574,,35,157.0,61.0,11.0,84.0,39.8
12535,,25,177.0,75.0,15.0,93.0,40.5
4352,,67,176.0,78.0,27.0,101.0,40.8
6831,,69,174.0,75.0,29.0,109.0,41.0
2648,,74,191.0,99.0,14.0,89.0,40.2
2586,,45,161.0,61.0,27.0,113.0,40.8
5862,,70,187.0,89.0,28.0,112.0,40.8
3160,,35,194.0,96.0,16.0,100.0,40.0
7152,,27,184.0,88.0,6.0,88.0,39.4
3182,,40,196.0,93.0,22.0,98.0,40.6
3480,,56,174.0,78.0,4.0,83.0,38.5
2377,,59,181.0,78.0,29.0,103.0,41.0
11108,,29,166.0,62.0,13.0,93.0,40.2
12053,,53,178.0,71.0,18.0,95.0,40.5
14190,,69,187.0,93.0,11.0,99.0,40.2
8205,,67,163.0,67.0,15.0,99.0,40.4
7698,,57,177.0,79.0,29.0,117.0,40.7
10009,,49,166.0,62.0,19.0,91.0,40.4
12396,,60,169.0,70.0,6.0,89.0,39.3
5688,,51,183.0,87.0,19.0,104.0,40.5
14476,,20,186.0,81.0,9.0,92.0,39.7
13596,,25,180.0,77.0,29.0,111.0,40.8
11113,,55,183.0,84.0,5.0,80.0,39.0
8480,,51,178.0,88.0,12.0,92.0,40.2
13495,,25,184.0,84.0,7.0,82.0,39.3
8159,,56,167.0,61.0,4.0,83.0,38.7
10117,,47,190.0,95.0,21.0,99.0,40.5
8025,,41,166.0,62.0,14.0,94.0,40.3
13039,,74,174.0,79.0,4.0,90.0,38.8
13815,,36,173.0,79.0,22.0,109.0,40.5
12212,,53,173.0,78.0,13.0,96.0,39.9
1613,,46,184.0,85.0,16.0,96.0,40.5
9997,,44,179.0,78.0,1.0,87.0,38.3
8153,,63,158.0,58.0,28.0,107.0,40.7
7936,,30,182.0,82.0,11.0,85.0,39.6
8447,,50,183.0,89.0,23.0,96.0,40.4
2015,,39,181.0,78.0,6.0,88.0,39.4
9505,,30,158.0,62.0,21.0,106.0,40.4
14710,,45,171.0,73.0,19.0,105.0,40.2
7844,,36,161.0,58.0,17.0,90.0,40.2
6442,,20,176.0,79.0,26.0,103.0,40.8
2981,,46,170.0,71.0,27.0,114.0,40.7
7606,,20,177.0,70.0,12.0,97.0,39.8
10797,,52,172.0,81.0,27.0,105.0,41.2
13097,,20,171.0,63.0,5.0,87.0,39.0
243,,63,200.0,105.0,15.0,102.0,40.3
5032,,38,164.0,61.0,23.0,101.0,40.7
106,,57,169.0,81.0,30.0,112.0,40.9
8709,,21,182.0,83.0,10.0,89.0,39.5
6734,,29,155.0,56.0,16.0,87.0,40.3
13257,,69,207.0,111.0,21.0,98.0,40.6
13758,,38,192.0,98.0,4.0,90.0,38.9
13302,,39,190.0,88.0,16.0,96.0,40.3
9211,,55,162.0,60.0,20.0,94.0,40.1
12687,,75,185.0,86.0,1.0,85.0,37.8
9881,,40,181.0,87.0,9.0,93.0,39.5
4605,,41,165.0,67.0,7.0,88.0,39.4
8424,,53,165.0,63.0,12.0,93.0,40.0
11507,,30,176.0,71.0,4.0,82.0,38.6
5286,,57,158.0,58.0,12.0,93.0,40.2
3960,,22,154.0,49.0,16.0,95.0,40.3
3873,,30,192.0,92.0,1.0,72.0,37.7
7854,,26,194.0,91.0,7.0,87.0,39.5
13604,,22,206.0,106.0,3.0,78.0,38.4
12756,,44,177.0,81.0,24.0,111.0,40.7
8246,,57,170.0,72.0,26.0,103.0,40.3
8852,,33,173.0,76.0,18.0,89.0,40.1
13602,,41,166.0,62.0,25.0,107.0,40.8
11277,,43,188.0,83.0,25.0,113.0,40.7
7512,,70,192.0,98.0,3.0,76.0,39.0
13751,,73,167.0,68.0,13.0,93.0,39.9
29,,38,171.0,75.0,2.0,81.0,38.2
2801,,65,196.0,98.0,21.0,103.0,40.2
6875,,34,179.0,82.0,29.0,111.0,40.8
8116,,45,157.0,60.0,27.0,110.0,40.6
2922,,75,182.0,82.0,22.0,99.0,40.5
4664,,20,168.0,63.0,22.0,104.0,40.7
12853,,75,164.0,61.0,17.0,93.0,40.3
8040,,25,162.0,62.0,15.0,92.0,40.1
14301,,68,179.0,88.0,19.0,97.0,41.0
1245,,52,180.0,77.0,20.0,108.0,40.2
7136,,70,170.0,66.0,3.0,86.0,38.8
4053,,25,179.0,85.0,29.0,108.0,40.6
12983,,65,191.0,87.0,23.0,103.0,40.9
4412,,37,195.0,102.0,1.0,76.0,37.7
108,,34,181.0,83.0,25.0,102.0,40.9
11955,,46,171.0,73.0,10.0,97.0,39.4
6301,,60,194.0,94.0,2.0,72.0,38.7
9276,,40,191.0,94.0,9.0,83.0,39.7
11232,,79,163.0,66.0,2.0,90.0,38.3
10778,,42,193.0,91.0,13.0,99.0,40.2
13553,,41,187.0,91.0,16.0,100.0,40.7
8673,,38,173.0,77.0,9.0,94.0,39.6
4394,,62,191.0,94.0,17.0,96.0,39.9
12955,,23,177.0,79.0,29.0,106.0,40.9
12696,,22,177.0,76.0,9.0,89.0,39.7
11785,,43,200.0,104.0,8.0,90.0,39.9
10063,,67,159.0,59.0,25.0,103.0,41.0
4348,,26,167.0,69.0,16.0,98.0,40.2
11218,,68,181.0,73.0,3.0,89.0,38.9
14208,,40,178.0,88.0,10.0,91.0,39.9
7476,,54,155.0,60.0,19.0,110.0,40.4
7254,,42,179.0,80.0,9.0,87.0,39.9
7840,,27,184.0,87.0,3.0,81.0,38.6
5001,,51,199.0,104.0,25.0,104.0,40.3
5610,,61,191.0,91.0,25.0,114.0,41.0
6367,,30,171.0,71.0,8.0,75.0,39.6
973,,64,154.0,61.0,20.0,94.0,41.0
4999,,48,171.0,79.0,25.0,102.0,40.2
4299,,51,169.0,67.0,23.0,97.0,40.5
5019,,34,178.0,81.0,9.0,95.0,39.7
3653,,37,196.0,104.0,15.0,101.0,40.2
12226,,20,187.0,81.0,16.0,91.0,40.1
10242,,23,145.0,44.0,12.0,92.0,40.0
3088,,52,191.0,85.0,2.0,81.0,37.9
5456,,46,165.0,63.0,19.0,107.0,40.3
5662,,73,213.0,121.0,27.0,112.0,40.9
8701,,67,156.0,54.0,5.0,89.0,39.1
5805,,76,191.0,96.0,2.0,83.0,37.7
14081,,38,200.0,104.0,13.0,86.0,40.1
10,,36,177.0,76.0,1.0,74.0,37.8
2647,,41,195.0,96.0,19.0,100.0,40.5
11783,,71,179.0,78.0,6.0,83.0,39.4
1426,,22,152.0,54.0,15.0,100.0,40.4
12099,,39,180.0,88.0,22.0,104.0,40.7
3265,,61,156.0,59.0,9.0,101.0,39.7
11762,,56,151.0,53.0,24.0,101.0,40.4
11940,,54,153.0,53.0,25.0,106.0,40.8
12956,,29,176.0,77.0,27.0,100.0,40.6
13237,,43,157.0,56.0,20.0,99.0,40.6
1215,,39,194.0,95.0,14.0,98.0,40.3
11740,,52,181.0,76.0,19.0,98.0,40.2
13890,,27,173.0,67.0,17.0,104.0,40.3
13585,,77,206.0,106.0,25.0,92.0,40.8
9490,,47,165.0,67.0,6.0,80.0,39.1
6702,,20,163.0,57.0,19.0,96.0,40.5
323,,57,169.0,72.0,8.0,84.0,39.7
1344,,58,167.0,64.0,26.0,105.0,40.5
4457,,21,152.0,50.0,1.0,86.0,37.3
11903,,20,162.0,61.0,13.0,91.0,40.2
909,,60,187.0,87.0,13.0,82.0,40.2
10141,,71,180.0,79.0,7.0,93.0,39.2
3399,,52,173.0,77.0,14.0,88.0,40.4
496,,39,164.0,58.0,25.0,106.0,40.6
9349,,75,161.0,67.0,29.0,105.0,41.1
13008,,77,190.0,100.0,16.0,96.0,40.3
10285,,31,177.0,79.0,24.0,96.0,41.2
5312,,35,171.0,78.0,8.0,86.0,39.7
12804,,30,178.0,77.0,21.0,106.0,40.8
3470,,35,191.0,83.0,26.0,107.0,40.6
14055,,22,182.0,86.0,4.0,88.0,38.9
6848,,29,161.0,58.0,2.0,77.0,38.1
4365,,36,163.0,59.0,4.0,83.0,38.9
10356,,64,159.0,55.0,25.0,110.0,40.8
1195,,44,166.0,64.0,25.0,101.0,40.8
12082,,65,148.0,50.0,2.0,83.0,38.1
1423,,26,185.0,82.0,16.0,85.0,40.1
5477,,26,155.0,57.0,21.0,95.0,40.7
256,,75,187.0,97.0,7.0,84.0,39.1
12633,,36,164.0,66.0,18.0,92.0,40.4
13280,,33,182.0,77.0,24.0,102.0,40.7
288,,54,190.0,95.0,22.0,110.0,40.3
8412,,66,160.0,55.0,10.0,81.0,39.9
14469,,63,147.0,54.0,29.0,117.0,40.4
8919,,62,196.0,94.0,14.0,89.0,40.1
10089,,22,165.0,62.0,28.0,111.0,40.8
12944,,79,163.0,65.0,30.0,113.0,41.1
4484,,35,179.0,77.0,25.0,105.0,40.6
14291,,27,166.0,65.0,10.0,88.0,39.7
7515,,47,168.0,66.0,23.0,104.0,40.4
7070,,23,165.0,61.0,10.0,100.0,39.8
1232,,24,183.0,83.0,26.0,109.0,40.6
9366,,29,179.0,83.0,20.0,98.0,40.5
5553,,20,158.0,48.0,13.0,100.0,40.1
2675,,41,154.0,52.0,30.0,117.0,40.9
1112,,23,166.0,65.0,29.0,108.0,41.5
4919,,22,169.0,64.0,19.0,100.0,40.4
12491,,22,177.0,73.0,16.0,100.0,40.6
267,,34,185.0,83.0,23.0,97.0,40.8
10739,,60,193.0,84.0,14.0,93.0,40.1
6497,,47,202.0,100.0,14.0,105.0,39.8
5318,,70,181.0,84.0,8.0,96.0,39.4
12164,,69,147.0,51.0,20.0,96.0,40.1
7672,,59,157.0,51.0,11.0,94.0,39.8
3048,,34,155.0,57.0,26.0,109.0,40.9
6167,,76,155.0,61.0,14.0,85.0,40.3
8117,,65,191.0,91.0,29.0,105.0,41.0
1379,,54,191.0,88.0,23.0,113.0,40.2
11825,,26,192.0,93.0,13.0,92.0,40.1
11520,,48,182.0,78.0,6.0,79.0,39.3
9606,,23,181.0,81.0,10.0,89.0,39.6
4759,,58,207.0,105.0,8.0,91.0,39.5
9574,,31,178.0,86.0,21.0,110.0,40.7
5502,,38,196.0,100.0,29.0,111.0,40.6
13920,,49,203.0,104.0,28.0,108.0,40.9
3790,,34,156.0,52.0,11.0,87.0,39.9
620,,44,184.0,85.0,9.0,85.0,39.6
652,,79,191.0,91.0,8.0,90.0,39.6
5723,,26,166.0,60.0,20.0,103.0,40.6
12774,,74,173.0,80.0,14.0,90.0,40.0
3473,,66,192.0,86.0,1.0,83.0,37.7
12336,,58,182.0,85.0,6.0,85.0,39.2
5028,,23,140.0,50.0,21.0,93.0,41.0
6836,,32,162.0,60.0,21.0,102.0,40.6
6271,,40,178.0,73.0,8.0,88.0,39.7
11750,,71,155.0,60.0,17.0,91.0,40.1
2516,,21,155.0,58.0,27.0,103.0,40.7
12019,,60,187.0,88.0,29.0,108.0,40.8
11481,,73,196.0,103.0,20.0,104.0,40.6
7076,,46,194.0,97.0,23.0,105.0,40.9
13303,,73,180.0,82.0,2.0,79.0,38.2
8223,,77,169.0,65.0,29.0,106.0,40.9
10791,,39,166.0,63.0,20.0,102.0,40.6
14569,,30,149.0,52.0,25.0,100.0,40.7
3603,,36,154.0,59.0,5.0,87.0,39.3
11743,,30,164.0,60.0,18.0,96.0,40.6
14253,,51,153.0,56.0,27.0,102.0,40.8
5458,,34,185.0,79.0,21.0,92.0,40.3
11976,,29,185.0,87.0,14.0,97.0,40.1
1506,,23,176.0,72.0,23.0,107.0,40.8
8336,,67,184.0,88.0,26.0,106.0,41.0
12996,,24,176.0,70.0,5.0,94.0,39.1
14724,,50,166.0,65.0,4.0,86.0,39.0
10926,,71,210.0,121.0,6.0,94.0,39.1
12376,,57,159.0,61.0,2.0,87.0,38.5
14158,,37,190.0,93.0,28.0,108.0,40.7
14628,,52,161.0,69.0,11.0,84.0,40.1
4890,,20,180.0,80.0,6.0,82.0,39.2
730,,25,159.0,57.0,15.0,99.0,40.2
7021,,51,169.0,69.0,12.0,96.0,40.1
13491,,36,164.0,60.0,17.0,100.0,40.4
8470,,74,177.0,81.0,28.0,112.0,40.9
8534,,35,189.0,97.0,10.0,102.0,40.2
1745,,37,185.0,85.0,10.0,90.0,39.6
3853,,76,179.0,80.0,21.0,110.0,40.9
12409,,40,164.0,62.0,13.0,101.0,40.0
14637,,25,185.0,80.0,18.0,108.0,40.2
2709,,36,163.0,69.0,24.0,102.0,40.8
9761,,23,191.0,89.0,14.0,99.0,40.0
3388,,21,188.0,93.0,22.0,97.0,40.8
14687,,61,165.0,67.0,29.0,104.0,41.1
12107,,23,189.0,93.0,12.0,98.0,39.9
14720,,32,180.0,75.0,7.0,92.0,39.0
5640,,40,169.0,74.0,10.0,90.0,39.9
8314,,71,175.0,82.0,18.0,89.0,40.4
3126,,33,166.0,65.0,14.0,89.0,40.4
1156,,32,198.0,100.0,29.0,105.0,40.8
9825,,29,164.0,60.0,23.0,101.0,40.9
32,,24,165.0,59.0,18.0,91.0,40.2
10122,,20,173.0,75.0,9.0,93.0,39.9
11630,,58,169.0,64.0,27.0,107.0,40.9
1336,,67,170.0,79.0,2.0,91.0,38.3
13534,,32,171.0,64.0,20.0,98.0,40.4
10799,,56,164.0,63.0,13.0,94.0,39.9
12842,,28,160.0,60.0,1.0,86.0,37.4
8824,,62,158.0,59.0,29.0,111.0,41.0
1610,,57,176.0,76.0,23.0,101.0,40.9
939,,33,155.0,55.0,4.0,80.0,38.7
5381,,28,181.0,79.0,22.0,105.0,40.6
4023,,72,146.0,53.0,12.0,94.0,40.1
6243,,48,177.0,82.0,30.0,99.0,40.5
13219,,69,170.0,76.0,4.0,84.0,38.8
11032,,42,177.0,76.0,5.0,89.0,38.9
745,,26,180.0,75.0,4.0,77.0,39.2
4083,,23,165.0,59.0,28.0,113.0,40.5
9640,,66,171.0,76.0,11.0,93.0,39.7
2877,,42,182.0,85.0,23.0,100.0,40.7
4963,,40,196.0,102.0,5.0,91.0,39.1
4701,,43,170.0,73.0,28.0,106.0,40.9
1741,,20,190.0,86.0,22.0,103.0,40.7
9271,,66,169.0,71.0,17.0,101.0,40.4
2651,,36,149.0,53.0,16.0,94.0,40.4
5665,,21,163.0,60.0,11.0,83.0,40.0
3002,,67,179.0,83.0,10.0,89.0,39.9
1821,,59,155.0,55.0,20.0,96.0,40.4
13383,,56,143.0,49.0,27.0,106.0,40.8
1330,,32,196.0,95.0,19.0,98.0,40.4
